Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5309,405713 (5309),"4/1/2019 - 6/30/2019, Every day, Daily Average",2554,1922,3393
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5310,201728 (5310),"4/1/2019 - 6/30/2019, Every day, Daily Average",1697,1325,2172
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5311,405714 (5311),"4/1/2019 - 6/30/2019, Every day, Daily Average",3102,2315,4155
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5312,201771 (5312),"4/1/2019 - 6/30/2019, Every day, Daily Average",1784,1355,2348
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5313,201784 (5313),"4/1/2019 - 6/30/2019, Every day, Daily Average",1872,1437,2437
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5314,201814 (5314),"4/1/2019 - 6/30/2019, Every day, Daily Average",1603,1234,2081
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5315,201731 (5315),"4/1/2019 - 6/30/2019, Every day, Daily Average",2090,1667,2619
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5318,201781 (5318),"4/1/2019 - 6/30/2019, Every day, Daily Average",2023,1549,2641
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5320,201774 (5320),"4/1/2019 - 6/30/2019, Every day, Daily Average",1795,1499,2149
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5324,201724 (5324),"4/1/2019 - 6/30/2019, Every day, Daily Average",1669,1308,2129
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5326,201772 (5326),"4/1/2019 - 6/30/2019, Every day, Daily Average",1743,1329,2284
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5327,201773 (5327),"4/1/2019 - 6/30/2019, Every day, Daily Average",1749,1329,2301
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5328,201783 (5328),"4/1/2019 - 6/30/2019, Every day, Daily Average",2046,1571,2663
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5329,201729 (5329),"4/1/2019 - 6/30/2019, Every day, Daily Average",1741,1334,2271
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5333,201791 (5333),"4/1/2019 - 6/30/2019, Every day, Daily Average",1872,1441,2430
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5336,405712 (5336),"4/1/2019 - 6/30/2019, Every day, Daily Average",3074,2358,4005
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5337,405783 (5337),"4/1/2019 - 6/30/2019, Every day, Daily Average",2598,1990,3390
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5338,405711 (5338),"4/1/2019 - 6/30/2019, Every day, Daily Average",2604,1990,3406
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5339,201764 (5339),"4/1/2019 - 6/30/2019, Every day, Daily Average",1783,1431,2220
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5341,201831 (5341),"4/1/2019 - 6/30/2019, Every day, Daily Average",1817,1394,2367
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5342,201761 (5342),"4/1/2019 - 6/30/2019, Every day, Daily Average",1712,1353,2165
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5343,201815 (5343),"4/1/2019 - 6/30/2019, Every day, Daily Average",2004,1526,2630
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5344,201792 (5344),"4/1/2019 - 6/30/2019, Every day, Daily Average",2026,1571,2611
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5345,201822 (5345),"4/1/2019 - 6/30/2019, Every day, Daily Average",1684,1301,2178
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5346,201793 (5346),"4/1/2019 - 6/30/2019, Every day, Daily Average",1981,1550,2530
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5347,201762 (5347),"4/1/2019 - 6/30/2019, Every day, Daily Average",1811,1422,2304
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5348,405641 (5348),"4/1/2019 - 6/30/2019, Every day, Daily Average",2866,2230,3682
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5349,201832 (5349),"4/1/2019 - 6/30/2019, Every day, Daily Average",1939,1504,2498
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5350,201811 (5350),"4/1/2019 - 6/30/2019, Every day, Daily Average",2034,1576,2624
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5352,201794 (5352),"4/1/2019 - 6/30/2019, Every day, Daily Average",1902,1481,2441
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5353,201823 (5353),"4/1/2019 - 6/30/2019, Every day, Daily Average",1703,1315,2204
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5355,201933 (5355),"4/1/2019 - 6/30/2019, Every day, Daily Average",2163,1640,2851
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5356,201821 (5356),"4/1/2019 - 6/30/2019, Every day, Daily Average",2302,1763,3005
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5357,201833 (5357),"4/1/2019 - 6/30/2019, Every day, Daily Average",1950,1524,2493
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5358,201812 (5358),"4/1/2019 - 6/30/2019, Every day, Daily Average",1917,1488,2469
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5359,201955 (5359),"4/1/2019 - 6/30/2019, Every day, Daily Average",2096,1579,2782
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5361,405643 (5361),"4/1/2019 - 6/30/2019, Every day, Daily Average",2963,2287,3838
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5363,201931 (5363),"4/1/2019 - 6/30/2019, Every day, Daily Average",1725,1335,2228
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5364,201932 (5364),"4/1/2019 - 6/30/2019, Every day, Daily Average",2109,1625,2737
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5367,201971 (5367),"4/1/2019 - 6/30/2019, Every day, Daily Average",2010,1546,2612
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5369,201813 (5369),"4/1/2019 - 6/30/2019, Every day, Daily Average",1988,1551,2547
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5370,201951 (5370),"4/1/2019 - 6/30/2019, Every day, Daily Average",2384,1723,3297
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5372,201834 (5372),"4/1/2019 - 6/30/2019, Every day, Daily Average",1888,1450,2457
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5373,405793 (5373),"4/1/2019 - 6/30/2019, Every day, Daily Average",2619,2016,3402
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5375,405700 (5375),"4/1/2019 - 6/30/2019, Every day, Daily Average",2643,2029,3442
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5376,405792 (5376),"4/1/2019 - 6/30/2019, Every day, Daily Average",3093,2584,3701
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5377,201941 (5377),"4/1/2019 - 6/30/2019, Every day, Daily Average",1985,1511,2607
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5378,201837 (5378),"4/1/2019 - 6/30/2019, Every day, Daily Average",2057,1608,2630
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5379,201835 (5379),"4/1/2019 - 6/30/2019, Every day, Daily Average",1927,1532,2422
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5380,201841 (5380),"4/1/2019 - 6/30/2019, Every day, Daily Average",2008,1588,2538
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5381,201763 (5381),"4/1/2019 - 6/30/2019, Every day, Daily Average",1863,1533,2262
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5382,201934 (5382),"4/1/2019 - 6/30/2019, Every day, Daily Average",1752,1360,2255
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5383,405523 (5383),"4/1/2019 - 6/30/2019, Every day, Daily Average",2971,2470,3572
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5385,201936 (5385),"4/1/2019 - 6/30/2019, Every day, Daily Average",1910,1463,2492
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5387,201836 (5387),"4/1/2019 - 6/30/2019, Every day, Daily Average",2043,1595,2616
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5391,201954 (5391),"4/1/2019 - 6/30/2019, Every day, Daily Average",2050,1577,2664
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5392,405652 (5392),"4/1/2019 - 6/30/2019, Every day, Daily Average",3015,2340,3883
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5394,405521 (5394),"4/1/2019 - 6/30/2019, Every day, Daily Average",3248,2651,3979
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5397,201961 (5397),"4/1/2019 - 6/30/2019, Every day, Daily Average",2156,1629,2852
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5398,201864 (5398),"4/1/2019 - 6/30/2019, Every day, Daily Average",2037,1681,2468
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5399,201838 (5399),"4/1/2019 - 6/30/2019, Every day, Daily Average",2015,1608,2524
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5400,201972 (5400),"4/1/2019 - 6/30/2019, Every day, Daily Average",2184,1774,2688
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5402,405691 (5402),"4/1/2019 - 6/30/2019, Every day, Daily Average",2721,2145,3450
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5403,201843 (5403),"4/1/2019 - 6/30/2019, Every day, Daily Average",2074,1656,2596
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5406,201939 (5406),"4/1/2019 - 6/30/2019, Every day, Daily Average",1804,1401,2322
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5412,201911 (5412),"4/1/2019 - 6/30/2019, Every day, Daily Average",2099,1659,2654
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5413,201922 (5413),"4/1/2019 - 6/30/2019, Every day, Daily Average",1992,1525,2600
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5415,405701 (5415),"4/1/2019 - 6/30/2019, Every day, Daily Average",2691,2035,3558
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5417,201923 (5417),"4/1/2019 - 6/30/2019, Every day, Daily Average",1892,1457,2455
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5419,201953 (5419),"4/1/2019 - 6/30/2019, Every day, Daily Average",2215,1693,2896
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5420,201852 (5420),"4/1/2019 - 6/30/2019, Every day, Daily Average",2069,1595,2683
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5421,201853 (5421),"4/1/2019 - 6/30/2019, Every day, Daily Average",2054,1588,2655
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5422,201952 (5422),"4/1/2019 - 6/30/2019, Every day, Daily Average",2099,1614,2728
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5424,405592 (5424),"4/1/2019 - 6/30/2019, Every day, Daily Average",2986,2396,3720
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5425,405693 (5425),"4/1/2019 - 6/30/2019, Every day, Daily Average",2728,2138,3480
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5428,201912 (5428),"4/1/2019 - 6/30/2019, Every day, Daily Average",1967,1516,2551
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5429,201914 (5429),"4/1/2019 - 6/30/2019, Every day, Daily Average",1973,1521,2558
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5430,201983 (5430),"4/1/2019 - 6/30/2019, Every day, Daily Average",1976,1574,2480
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5431,202091 (5431),"4/1/2019 - 6/30/2019, Every day, Daily Average",2383,1821,3118
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5433,201745 (5433),"4/1/2019 - 6/30/2019, Every day, Daily Average",2339,1929,2834
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5435,201863 (5435),"4/1/2019 - 6/30/2019, Every day, Daily Average",1882,1523,2324
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5438,201913 (5438),"4/1/2019 - 6/30/2019, Every day, Daily Average",2066,1614,2643
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5439,202001 (5439),"4/1/2019 - 6/30/2019, Every day, Daily Average",1859,1444,2392
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5444,202011 (5444),"4/1/2019 - 6/30/2019, Every day, Daily Average",2070,1605,2668
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5446,405651 (5446),"4/1/2019 - 6/30/2019, Every day, Daily Average",2733,2100,3556
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5448,405682 (5448),"4/1/2019 - 6/30/2019, Every day, Daily Average",2950,2399,3627
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5449,202012 (5449),"4/1/2019 - 6/30/2019, Every day, Daily Average",2156,1705,2725
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5454,405671 (5454),"4/1/2019 - 6/30/2019, Every day, Daily Average",3248,2703,3902
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5455,201891 (5455),"4/1/2019 - 6/30/2019, Every day, Daily Average",2139,1697,2695
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5456,201901 (5456),"4/1/2019 - 6/30/2019, Every day, Daily Average",2152,1703,2719
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5458,405591 (5458),"4/1/2019 - 6/30/2019, Every day, Daily Average",2775,2134,3607
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5460,202002 (5460),"4/1/2019 - 6/30/2019, Every day, Daily Average",1907,1483,2450
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5461,405533 (5461),"4/1/2019 - 6/30/2019, Every day, Daily Average",3155,2488,4000
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5464,201996 (5464),"4/1/2019 - 6/30/2019, Every day, Daily Average",2198,1721,2805
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5468,405663 (5468),"4/1/2019 - 6/30/2019, Every day, Daily Average",2638,2108,3299
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5469,201892 (5469),"4/1/2019 - 6/30/2019, Every day, Daily Average",2186,1752,2726
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5472,405552 (5472),"4/1/2019 - 6/30/2019, Every day, Daily Average",2826,2238,3568
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5474,201903 (5474),"4/1/2019 - 6/30/2019, Every day, Daily Average",2091,1615,2707
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5477,202109 (5477),"4/1/2019 - 6/30/2019, Every day, Daily Average",2212,1750,2794
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5478,405582 (5478),"4/1/2019 - 6/30/2019, Every day, Daily Average",2816,2181,3634
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5479,202021 (5479),"4/1/2019 - 6/30/2019, Every day, Daily Average",1924,1504,2461
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5481,201904 (5481),"4/1/2019 - 6/30/2019, Every day, Daily Average",2060,1592,2664
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5482,405550 (5482),"4/1/2019 - 6/30/2019, Every day, Daily Average",2817,2233,3552
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5484,202024 (5484),"4/1/2019 - 6/30/2019, Every day, Daily Average",1980,1588,2468
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5486,202031 (5486),"4/1/2019 - 6/30/2019, Every day, Daily Average",2112,1672,2666
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5488,405672 (5488),"4/1/2019 - 6/30/2019, Every day, Daily Average",3285,2732,3948
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5489,202093 (5489),"4/1/2019 - 6/30/2019, Every day, Daily Average",2282,1780,2925
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5491,201882 (5491),"4/1/2019 - 6/30/2019, Every day, Daily Average",2174,1755,2691
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5494,405540 (5494),"4/1/2019 - 6/30/2019, Every day, Daily Average",3095,2418,3961
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5495,201732 (5495),"4/1/2019 - 6/30/2019, Every day, Daily Average",2218,1817,2707
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5506,405575 (5506),"4/1/2019 - 6/30/2019, Every day, Daily Average",2794,2165,3604
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5510,202025 (5510),"4/1/2019 - 6/30/2019, Every day, Daily Average",2072,1656,2592
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5514,201733 (5514),"4/1/2019 - 6/30/2019, Every day, Daily Average",2186,1785,2675
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5518,405560 (5518),"4/1/2019 - 6/30/2019, Every day, Daily Average",2852,2201,3695
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5522,202082 (5522),"4/1/2019 - 6/30/2019, Every day, Daily Average",1978,1550,2523
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5523,202032 (5523),"4/1/2019 - 6/30/2019, Every day, Daily Average",2385,1747,3255
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5524,202026 (5524),"4/1/2019 - 6/30/2019, Every day, Daily Average",1944,1510,2502
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5525,405541 (5525),"4/1/2019 - 6/30/2019, Every day, Daily Average",3034,2373,3878
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5526,201871 (5526),"4/1/2019 - 6/30/2019, Every day, Daily Average",1915,1555,2358
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5532,201884 (5532),"4/1/2019 - 6/30/2019, Every day, Daily Average",2187,1772,2698
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5539,202081 (5539),"4/1/2019 - 6/30/2019, Every day, Daily Average",1955,1531,2496
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5540,202083 (5540),"4/1/2019 - 6/30/2019, Every day, Daily Average",2336,1849,2950
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5541,202094 (5541),"4/1/2019 - 6/30/2019, Every day, Daily Average",2288,1797,2912
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5544,405574 (5544),"4/1/2019 - 6/30/2019, Every day, Daily Average",2864,2228,3680
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5545,202072 (5545),"4/1/2019 - 6/30/2019, Every day, Daily Average",2133,1650,2756
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5547,405431 (5547),"4/1/2019 - 6/30/2019, Every day, Daily Average",2953,2291,3805
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5552,201872 (5552),"4/1/2019 - 6/30/2019, Every day, Daily Average",2000,1630,2452
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5553,202111 (5553),"4/1/2019 - 6/30/2019, Every day, Daily Average",2011,1583,2554
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5563,202073 (5563),"4/1/2019 - 6/30/2019, Every day, Daily Average",2171,1656,2845
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5566,201734 (5566),"4/1/2019 - 6/30/2019, Every day, Daily Average",2254,1848,2748
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5573,405423 (5573),"4/1/2019 - 6/30/2019, Every day, Daily Average",2931,2292,3746
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5574,405430 (5574),"4/1/2019 - 6/30/2019, Every day, Daily Average",3027,2349,3899
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5577,202055 (5577),"4/1/2019 - 6/30/2019, Every day, Daily Average",2167,1735,2706
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5578,202076 (5578),"4/1/2019 - 6/30/2019, Every day, Daily Average",2223,1734,2849
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5582,201741 (5582),"4/1/2019 - 6/30/2019, Every day, Daily Average",2402,2114,2728
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5584,202078 (5584),"4/1/2019 - 6/30/2019, Every day, Daily Average",2198,1739,2777
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5586,202113 (5586),"4/1/2019 - 6/30/2019, Every day, Daily Average",2062,1628,2610
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5591,202121 (5591),"4/1/2019 - 6/30/2019, Every day, Daily Average",2262,1754,2915
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5599,202061 (5599),"4/1/2019 - 6/30/2019, Every day, Daily Average",2066,1693,2520
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5600,201752 (5600),"4/1/2019 - 6/30/2019, Every day, Daily Average",2159,1783,2614
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5602,202115 (5602),"4/1/2019 - 6/30/2019, Every day, Daily Average",2214,1750,2800
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5604,202122 (5604),"4/1/2019 - 6/30/2019, Every day, Daily Average",2158,1719,2708
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5606,201743 (5606),"4/1/2019 - 6/30/2019, Every day, Daily Average",2366,2025,2763
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5609,202114 (5609),"4/1/2019 - 6/30/2019, Every day, Daily Average",2076,1640,2626
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5611,202132 (5611),"4/1/2019 - 6/30/2019, Every day, Daily Average",2392,2011,2844
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5612,405414 (5612),"4/1/2019 - 6/30/2019, Every day, Daily Average",3057,2388,3912
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5615,202141 (5615),"4/1/2019 - 6/30/2019, Every day, Daily Average",2464,2013,3014
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5616,202329 (5616),"4/1/2019 - 6/30/2019, Every day, Daily Average",2489,1957,3165
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5619,405421 (5619),"4/1/2019 - 6/30/2019, Every day, Daily Average",3122,2432,4006
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5620,202123 (5620),"4/1/2019 - 6/30/2019, Every day, Daily Average",2343,1894,2898
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5621,405411 (5621),"4/1/2019 - 6/30/2019, Every day, Daily Average",3110,2525,3830
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5622,405415 (5622),"4/1/2019 - 6/30/2019, Every day, Daily Average",3218,2547,4065
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5626,202151 (5626),"4/1/2019 - 6/30/2019, Every day, Daily Average",2346,1901,2894
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5635,202125 (5635),"4/1/2019 - 6/30/2019, Every day, Daily Average",2204,1766,2749
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5637,202126 (5637),"4/1/2019 - 6/30/2019, Every day, Daily Average",2316,1888,2839
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5639,202181 (5639),"4/1/2019 - 6/30/2019, Every day, Daily Average",2317,1813,2960
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5640,202199 (5640),"4/1/2019 - 6/30/2019, Every day, Daily Average",2269,1780,2891
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5641,20219A (5641),"4/1/2019 - 6/30/2019, Every day, Daily Average",2211,1748,2795
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5644,202145 (5644),"4/1/2019 - 6/30/2019, Every day, Daily Average",2183,1803,2642
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5656,202142 (5656),"4/1/2019 - 6/30/2019, Every day, Daily Average",2451,1998,3005
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5659,202175 (5659),"4/1/2019 - 6/30/2019, Every day, Daily Average",2241,1760,2852
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5661,405360 (5661),"4/1/2019 - 6/30/2019, Every day, Daily Average",3216,2520,4103
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5664,202144 (5664),"4/1/2019 - 6/30/2019, Every day, Daily Average",2670,2190,3254
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5665,202193 (5665),"4/1/2019 - 6/30/2019, Every day, Daily Average",2407,1909,3033
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5666,202198 (5666),"4/1/2019 - 6/30/2019, Every day, Daily Average",2439,1911,3111
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5667,405371 (5667),"4/1/2019 - 6/30/2019, Every day, Daily Average",3230,2539,4107
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5669,202194 (5669),"4/1/2019 - 6/30/2019, Every day, Daily Average",2356,1866,2974
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5671,202171 (5671),"4/1/2019 - 6/30/2019, Every day, Daily Average",2432,1937,3053
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5673,202173 (5673),"4/1/2019 - 6/30/2019, Every day, Daily Average",2525,2007,3175
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5674,202323 (5674),"4/1/2019 - 6/30/2019, Every day, Daily Average",2370,1888,2973
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",5677,202143 (5677),"4/1/2019 - 6/30/2019, Every day, Daily Average",2530,2077,3081
