Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3394,"Fisherman's Wharf, San Francisco, CA",3788,406703 (3788),"4/1/2019 - 6/30/2019, Every day, Daily Average",2159,1493,3121
3394,"Fisherman's Wharf, San Francisco, CA",3789,100801 (3789),"4/1/2019 - 6/30/2019, Every day, Daily Average",1204,887,1632
3394,"Fisherman's Wharf, San Francisco, CA",3790,100493 (3790),"4/1/2019 - 6/30/2019, Every day, Daily Average",1353,1088,1681
3394,"Fisherman's Wharf, San Francisco, CA",3791,100114 (3791),"4/1/2019 - 6/30/2019, Every day, Daily Average",1179,879,1579
3394,"Fisherman's Wharf, San Francisco, CA",3792,100792 (3792),"4/1/2019 - 6/30/2019, Every day, Daily Average",980,715,1341
3394,"Fisherman's Wharf, San Francisco, CA",3793,100541 (3793),"4/1/2019 - 6/30/2019, Every day, Daily Average",1232,979,1550
3394,"Fisherman's Wharf, San Francisco, CA",3795,100599 (3795),"4/1/2019 - 6/30/2019, Every day, Daily Average",1002,768,1306
3394,"Fisherman's Wharf, San Francisco, CA",3796,100472 (3796),"4/1/2019 - 6/30/2019, Every day, Daily Average",1388,1075,1791
3394,"Fisherman's Wharf, San Francisco, CA",3798,100543 (3798),"4/1/2019 - 6/30/2019, Every day, Daily Average",1196,954,1499
3394,"Fisherman's Wharf, San Francisco, CA",3801,100453 (3801),"4/1/2019 - 6/30/2019, Every day, Daily Average",1091,849,1401
3394,"Fisherman's Wharf, San Francisco, CA",3802,100141 (3802),"4/1/2019 - 6/30/2019, Every day, Daily Average",1229,918,1644
3394,"Fisherman's Wharf, San Francisco, CA",3803,100544 (3803),"4/1/2019 - 6/30/2019, Every day, Daily Average",1108,909,1349
3394,"Fisherman's Wharf, San Francisco, CA",3804,100594 (3804),"4/1/2019 - 6/30/2019, Every day, Daily Average",976,753,1264
3394,"Fisherman's Wharf, San Francisco, CA",3805,100054 (3805),"4/1/2019 - 6/30/2019, Every day, Daily Average",1106,849,1440
3394,"Fisherman's Wharf, San Francisco, CA",3806,100076 (3806),"4/1/2019 - 6/30/2019, Every day, Daily Average",1084,826,1421
3394,"Fisherman's Wharf, San Francisco, CA",3807,100074 (3807),"4/1/2019 - 6/30/2019, Every day, Daily Average",1234,937,1624
3394,"Fisherman's Wharf, San Francisco, CA",3809,100432 (3809),"4/1/2019 - 6/30/2019, Every day, Daily Average",1388,1097,1756
3394,"Fisherman's Wharf, San Francisco, CA",3810,100596 (3810),"4/1/2019 - 6/30/2019, Every day, Daily Average",1082,810,1444
3394,"Fisherman's Wharf, San Francisco, CA",3811,100113 (3811),"4/1/2019 - 6/30/2019, Every day, Daily Average",1208,898,1623
3394,"Fisherman's Wharf, San Francisco, CA",3812,100052 (3812),"4/1/2019 - 6/30/2019, Every day, Daily Average",999,785,1270
3394,"Fisherman's Wharf, San Francisco, CA",3813,100585 (3813),"4/1/2019 - 6/30/2019, Every day, Daily Average",1203,957,1511
3394,"Fisherman's Wharf, San Francisco, CA",3815,100597 (3815),"4/1/2019 - 6/30/2019, Every day, Daily Average",1146,893,1469
3394,"Fisherman's Wharf, San Francisco, CA",3816,100426 (3816),"4/1/2019 - 6/30/2019, Every day, Daily Average",1473,1172,1849
3394,"Fisherman's Wharf, San Francisco, CA",3819,100531 (3819),"4/1/2019 - 6/30/2019, Every day, Daily Average",1313,1062,1622
3394,"Fisherman's Wharf, San Francisco, CA",3820,100116 (3820),"4/1/2019 - 6/30/2019, Every day, Daily Average",1283,988,1664
3394,"Fisherman's Wharf, San Francisco, CA",3821,100411 (3821),"4/1/2019 - 6/30/2019, Every day, Daily Average",1527,1225,1903
3394,"Fisherman's Wharf, San Francisco, CA",3822,100533 (3822),"4/1/2019 - 6/30/2019, Every day, Daily Average",1351,1090,1674
3394,"Fisherman's Wharf, San Francisco, CA",3823,100501 (3823),"4/1/2019 - 6/30/2019, Every day, Daily Average",1454,1161,1819
3394,"Fisherman's Wharf, San Francisco, CA",3824,100582 (3824),"4/1/2019 - 6/30/2019, Every day, Daily Average",1169,916,1491
3394,"Fisherman's Wharf, San Francisco, CA",3825,100415 (3825),"4/1/2019 - 6/30/2019, Every day, Daily Average",1569,1267,1942
3394,"Fisherman's Wharf, San Francisco, CA",3826,100503 (3826),"4/1/2019 - 6/30/2019, Every day, Daily Average",1431,1137,1800
3394,"Fisherman's Wharf, San Francisco, CA",3828,100481 (3828),"4/1/2019 - 6/30/2019, Every day, Daily Average",1469,1154,1869
3394,"Fisherman's Wharf, San Francisco, CA",3829,100545 (3829),"4/1/2019 - 6/30/2019, Every day, Daily Average",1155,945,1410
3394,"Fisherman's Wharf, San Francisco, CA",3830,100416 (3830),"4/1/2019 - 6/30/2019, Every day, Daily Average",1599,1303,1961
3394,"Fisherman's Wharf, San Francisco, CA",3831,100075 (3831),"4/1/2019 - 6/30/2019, Every day, Daily Average",1149,884,1493
3394,"Fisherman's Wharf, San Francisco, CA",3833,100485 (3833),"4/1/2019 - 6/30/2019, Every day, Daily Average",1426,1079,1884
3394,"Fisherman's Wharf, San Francisco, CA",3836,100461 (3836),"4/1/2019 - 6/30/2019, Every day, Daily Average",1108,867,1415
3394,"Fisherman's Wharf, San Francisco, CA",3837,100061 (3837),"4/1/2019 - 6/30/2019, Every day, Daily Average",1079,838,1388
3394,"Fisherman's Wharf, San Francisco, CA",3838,100115 (3838),"4/1/2019 - 6/30/2019, Every day, Daily Average",1266,972,1647
3394,"Fisherman's Wharf, San Francisco, CA",3839,100441 (3839),"4/1/2019 - 6/30/2019, Every day, Daily Average",1340,977,1836
3394,"Fisherman's Wharf, San Francisco, CA",3840,100595 (3840),"4/1/2019 - 6/30/2019, Every day, Daily Average",1176,888,1555
3394,"Fisherman's Wharf, San Francisco, CA",3842,100446 (3842),"4/1/2019 - 6/30/2019, Every day, Daily Average",1435,1121,1836
3394,"Fisherman's Wharf, San Francisco, CA",3843,100611 (3843),"4/1/2019 - 6/30/2019, Every day, Daily Average",1040,798,1354
3394,"Fisherman's Wharf, San Francisco, CA",3844,100584 (3844),"4/1/2019 - 6/30/2019, Every day, Daily Average",1230,978,1546
3394,"Fisherman's Wharf, San Francisco, CA",3846,406434 (3846),"4/1/2019 - 6/30/2019, Every day, Daily Average",2151,1604,2884
3394,"Fisherman's Wharf, San Francisco, CA",3847,100421 (3847),"4/1/2019 - 6/30/2019, Every day, Daily Average",1510,1192,1912
3394,"Fisherman's Wharf, San Francisco, CA",3848,100598 (3848),"4/1/2019 - 6/30/2019, Every day, Daily Average",1229,969,1557
3394,"Fisherman's Wharf, San Francisco, CA",3850,100425 (3850),"4/1/2019 - 6/30/2019, Every day, Daily Average",1553,1191,2024
3394,"Fisherman's Wharf, San Francisco, CA",3851,100122 (3851),"4/1/2019 - 6/30/2019, Every day, Daily Average",1197,923,1550
3394,"Fisherman's Wharf, San Francisco, CA",3858,100583 (3858),"4/1/2019 - 6/30/2019, Every day, Daily Average",1250,975,1601
3394,"Fisherman's Wharf, San Francisco, CA",3859,100542 (3859),"4/1/2019 - 6/30/2019, Every day, Daily Average",1326,1066,1648
3394,"Fisherman's Wharf, San Francisco, CA",3860,100063 (3860),"4/1/2019 - 6/30/2019, Every day, Daily Average",1198,924,1552
3394,"Fisherman's Wharf, San Francisco, CA",3862,100484 (3862),"4/1/2019 - 6/30/2019, Every day, Daily Average",1470,1149,1879
3394,"Fisherman's Wharf, San Francisco, CA",3863,100791 (3863),"4/1/2019 - 6/30/2019, Every day, Daily Average",1182,860,1623
3394,"Fisherman's Wharf, San Francisco, CA",3865,100462 (3865),"4/1/2019 - 6/30/2019, Every day, Daily Average",1151,895,1479
3394,"Fisherman's Wharf, San Francisco, CA",3866,100053 (3866),"4/1/2019 - 6/30/2019, Every day, Daily Average",1221,952,1565
3394,"Fisherman's Wharf, San Francisco, CA",3867,100546 (3867),"4/1/2019 - 6/30/2019, Every day, Daily Average",1195,977,1460
3394,"Fisherman's Wharf, San Francisco, CA",3868,100065 (3868),"4/1/2019 - 6/30/2019, Every day, Daily Average",1110,861,1430
3394,"Fisherman's Wharf, San Francisco, CA",3869,100613 (3869),"4/1/2019 - 6/30/2019, Every day, Daily Average",1210,909,1610
3394,"Fisherman's Wharf, San Francisco, CA",3870,100121 (3870),"4/1/2019 - 6/30/2019, Every day, Daily Average",1256,968,1628
3394,"Fisherman's Wharf, San Francisco, CA",3871,406711 (3871),"4/1/2019 - 6/30/2019, Every day, Daily Average",2165,1602,2924
3394,"Fisherman's Wharf, San Francisco, CA",3872,100445 (3872),"4/1/2019 - 6/30/2019, Every day, Daily Average",1456,1133,1871
3394,"Fisherman's Wharf, San Francisco, CA",3873,100601 (3873),"4/1/2019 - 6/30/2019, Every day, Daily Average",1239,953,1609
3394,"Fisherman's Wharf, San Francisco, CA",3874,100124 (3874),"4/1/2019 - 6/30/2019, Every day, Daily Average",1298,997,1688
3394,"Fisherman's Wharf, San Francisco, CA",3875,100603 (3875),"4/1/2019 - 6/30/2019, Every day, Daily Average",1306,1010,1687
3394,"Fisherman's Wharf, San Francisco, CA",3876,100424 (3876),"4/1/2019 - 6/30/2019, Every day, Daily Average",1572,1239,1993
3394,"Fisherman's Wharf, San Francisco, CA",3878,100412 (3878),"4/1/2019 - 6/30/2019, Every day, Daily Average",1578,1283,1939
3394,"Fisherman's Wharf, San Francisco, CA",3879,100532 (3879),"4/1/2019 - 6/30/2019, Every day, Daily Average",1469,1169,1845
3394,"Fisherman's Wharf, San Francisco, CA",3880,100604 (3880),"4/1/2019 - 6/30/2019, Every day, Daily Average",1337,1029,1736
3394,"Fisherman's Wharf, San Francisco, CA",3881,100612 (3881),"4/1/2019 - 6/30/2019, Every day, Daily Average",1101,842,1438
3394,"Fisherman's Wharf, San Francisco, CA",3882,100062 (3882),"4/1/2019 - 6/30/2019, Every day, Daily Average",1276,991,1641
3394,"Fisherman's Wharf, San Francisco, CA",3883,100064 (3883),"4/1/2019 - 6/30/2019, Every day, Daily Average",1116,876,1420
3394,"Fisherman's Wharf, San Francisco, CA",3884,406704 (3884),"4/1/2019 - 6/30/2019, Every day, Daily Average",2147,1491,3090
3394,"Fisherman's Wharf, San Francisco, CA",3886,100414 (3886),"4/1/2019 - 6/30/2019, Every day, Daily Average",1595,1317,1930
3394,"Fisherman's Wharf, San Francisco, CA",3888,100502 (3888),"4/1/2019 - 6/30/2019, Every day, Daily Average",1507,1211,1874
3394,"Fisherman's Wharf, San Francisco, CA",3889,100482 (3889),"4/1/2019 - 6/30/2019, Every day, Daily Average",1507,1206,1883
3394,"Fisherman's Wharf, San Francisco, CA",3890,100132 (3890),"4/1/2019 - 6/30/2019, Every day, Daily Average",1274,961,1688
3394,"Fisherman's Wharf, San Francisco, CA",3891,100417 (3891),"4/1/2019 - 6/30/2019, Every day, Daily Average",1617,1339,1952
3394,"Fisherman's Wharf, San Francisco, CA",3893,100463 (3893),"4/1/2019 - 6/30/2019, Every day, Daily Average",1181,917,1520
3394,"Fisherman's Wharf, San Francisco, CA",3894,100483 (3894),"4/1/2019 - 6/30/2019, Every day, Daily Average",1477,1138,1916
3394,"Fisherman's Wharf, San Francisco, CA",3895,100605 (3895),"4/1/2019 - 6/30/2019, Every day, Daily Average",1383,1089,1756
3394,"Fisherman's Wharf, San Francisco, CA",3898,100123 (3898),"4/1/2019 - 6/30/2019, Every day, Daily Average",1331,1028,1722
3394,"Fisherman's Wharf, San Francisco, CA",3899,406702 (3899),"4/1/2019 - 6/30/2019, Every day, Daily Average",2146,1492,3084
3394,"Fisherman's Wharf, San Francisco, CA",3900,100551 (3900),"4/1/2019 - 6/30/2019, Every day, Daily Average",1463,1160,1844
3394,"Fisherman's Wharf, San Francisco, CA",3901,100602 (3901),"4/1/2019 - 6/30/2019, Every day, Daily Average",1275,962,1688
3394,"Fisherman's Wharf, San Francisco, CA",3903,100442 (3903),"4/1/2019 - 6/30/2019, Every day, Daily Average",1390,1077,1793
3394,"Fisherman's Wharf, San Francisco, CA",3906,100444 (3906),"4/1/2019 - 6/30/2019, Every day, Daily Average",1517,1191,1931
3394,"Fisherman's Wharf, San Francisco, CA",3908,100066 (3908),"4/1/2019 - 6/30/2019, Every day, Daily Average",1269,988,1629
3394,"Fisherman's Wharf, San Francisco, CA",3909,100126 (3909),"4/1/2019 - 6/30/2019, Every day, Daily Average",1230,960,1575
3394,"Fisherman's Wharf, San Francisco, CA",3912,100552 (3912),"4/1/2019 - 6/30/2019, Every day, Daily Average",1286,1045,1581
3394,"Fisherman's Wharf, San Francisco, CA",3915,100774 (3915),"4/1/2019 - 6/30/2019, Every day, Daily Average",1311,1028,1671
3394,"Fisherman's Wharf, San Francisco, CA",3916,100423 (3916),"4/1/2019 - 6/30/2019, Every day, Daily Average",1516,1220,1883
3394,"Fisherman's Wharf, San Francisco, CA",3917,100553 (3917),"4/1/2019 - 6/30/2019, Every day, Daily Average",1363,1112,1670
3394,"Fisherman's Wharf, San Francisco, CA",3918,100625 (3918),"4/1/2019 - 6/30/2019, Every day, Daily Average",1200,941,1528
3394,"Fisherman's Wharf, San Francisco, CA",3919,100131 (3919),"4/1/2019 - 6/30/2019, Every day, Daily Average",1281,960,1707
3394,"Fisherman's Wharf, San Francisco, CA",3922,100761 (3922),"4/1/2019 - 6/30/2019, Every day, Daily Average",1287,976,1695
3394,"Fisherman's Wharf, San Francisco, CA",3925,100554 (3925),"4/1/2019 - 6/30/2019, Every day, Daily Average",1393,1138,1703
3394,"Fisherman's Wharf, San Francisco, CA",3927,100626 (3927),"4/1/2019 - 6/30/2019, Every day, Daily Average",1180,899,1547
3394,"Fisherman's Wharf, San Francisco, CA",3928,100125 (3928),"4/1/2019 - 6/30/2019, Every day, Daily Average",1289,1012,1640
3394,"Fisherman's Wharf, San Francisco, CA",3930,406701 (3930),"4/1/2019 - 6/30/2019, Every day, Daily Average",2184,1519,3139
3394,"Fisherman's Wharf, San Francisco, CA",3931,100464 (3931),"4/1/2019 - 6/30/2019, Every day, Daily Average",1241,954,1614
3394,"Fisherman's Wharf, San Francisco, CA",3934,100627 (3934),"4/1/2019 - 6/30/2019, Every day, Daily Average",1254,953,1648
3394,"Fisherman's Wharf, San Francisco, CA",3935,100402 (3935),"4/1/2019 - 6/30/2019, Every day, Daily Average",1474,1158,1874
3394,"Fisherman's Wharf, San Francisco, CA",3936,100629 (3936),"4/1/2019 - 6/30/2019, Every day, Daily Average",1389,1066,1809
3394,"Fisherman's Wharf, San Francisco, CA",3938,100443 (3938),"4/1/2019 - 6/30/2019, Every day, Daily Average",1469,1153,1870
3394,"Fisherman's Wharf, San Francisco, CA",3941,100422 (3941),"4/1/2019 - 6/30/2019, Every day, Daily Average",1496,1192,1877
3394,"Fisherman's Wharf, San Francisco, CA",3943,10062A (3943),"4/1/2019 - 6/30/2019, Every day, Daily Average",1423,1109,1824
3394,"Fisherman's Wharf, San Francisco, CA",3945,100413 (3945),"4/1/2019 - 6/30/2019, Every day, Daily Average",1553,1254,1923
3394,"Fisherman's Wharf, San Francisco, CA",3946,100621 (3946),"4/1/2019 - 6/30/2019, Every day, Daily Average",1417,1124,1786
3394,"Fisherman's Wharf, San Francisco, CA",3949,100403 (3949),"4/1/2019 - 6/30/2019, Every day, Daily Average",1372,1111,1693
3394,"Fisherman's Wharf, San Francisco, CA",3950,406420 (3950),"4/1/2019 - 6/30/2019, Every day, Daily Average",2257,1675,3040
3394,"Fisherman's Wharf, San Francisco, CA",3951,100624 (3951),"4/1/2019 - 6/30/2019, Every day, Daily Average",1444,1163,1792
3394,"Fisherman's Wharf, San Francisco, CA",3952,100401 (3952),"4/1/2019 - 6/30/2019, Every day, Daily Average",1474,1117,1944
3394,"Fisherman's Wharf, San Francisco, CA",3953,100628 (3953),"4/1/2019 - 6/30/2019, Every day, Daily Average",1322,1041,1677
3394,"Fisherman's Wharf, San Francisco, CA",3958,100631 (3958),"4/1/2019 - 6/30/2019, Every day, Daily Average",1591,1265,2000
3394,"Fisherman's Wharf, San Francisco, CA",3959,100751 (3959),"4/1/2019 - 6/30/2019, Every day, Daily Average",1315,975,1773
3394,"Fisherman's Wharf, San Francisco, CA",3960,406435 (3960),"4/1/2019 - 6/30/2019, Every day, Daily Average",2292,1711,3070
3394,"Fisherman's Wharf, San Francisco, CA",3966,100632 (3966),"4/1/2019 - 6/30/2019, Every day, Daily Average",1378,1112,1706
3394,"Fisherman's Wharf, San Francisco, CA",3967,406522 (3967),"4/1/2019 - 6/30/2019, Every day, Daily Average",2251,1570,3226
3394,"Fisherman's Wharf, San Francisco, CA",3969,100782 (3969),"4/1/2019 - 6/30/2019, Every day, Daily Average",1214,894,1647
3394,"Fisherman's Wharf, San Francisco, CA",3970,100634 (3970),"4/1/2019 - 6/30/2019, Every day, Daily Average",1449,1148,1827
3394,"Fisherman's Wharf, San Francisco, CA",3972,100623 (3972),"4/1/2019 - 6/30/2019, Every day, Daily Average",1519,1228,1878
3394,"Fisherman's Wharf, San Francisco, CA",3977,100633 (3977),"4/1/2019 - 6/30/2019, Every day, Daily Average",1550,1240,1936
3394,"Fisherman's Wharf, San Francisco, CA",3978,10062B (3978),"4/1/2019 - 6/30/2019, Every day, Daily Average",1560,1250,1946
3394,"Fisherman's Wharf, San Francisco, CA",3981,100622 (3981),"4/1/2019 - 6/30/2019, Every day, Daily Average",1493,1229,1812
3394,"Fisherman's Wharf, San Francisco, CA",3982,100772 (3982),"4/1/2019 - 6/30/2019, Every day, Daily Average",1417,1053,1905
3394,"Fisherman's Wharf, San Francisco, CA",3985,100762 (3985),"4/1/2019 - 6/30/2019, Every day, Daily Average",1401,1092,1796
3394,"Fisherman's Wharf, San Francisco, CA",3987,406162 (3987),"4/1/2019 - 6/30/2019, Every day, Daily Average",2957,2274,3843
3394,"Fisherman's Wharf, San Francisco, CA",3988,100773 (3988),"4/1/2019 - 6/30/2019, Every day, Daily Average",1393,1040,1864
3394,"Fisherman's Wharf, San Francisco, CA",3989,100771 (3989),"4/1/2019 - 6/30/2019, Every day, Daily Average",1338,994,1799
3394,"Fisherman's Wharf, San Francisco, CA",3990,10062C (3990),"4/1/2019 - 6/30/2019, Every day, Daily Average",1408,1112,1781
3394,"Fisherman's Wharf, San Francisco, CA",3991,100641 (3991),"4/1/2019 - 6/30/2019, Every day, Daily Average",1503,1174,1924
3394,"Fisherman's Wharf, San Francisco, CA",3992,100752 (3992),"4/1/2019 - 6/30/2019, Every day, Daily Average",1406,1110,1780
3394,"Fisherman's Wharf, San Francisco, CA",3993,10062D (3993),"4/1/2019 - 6/30/2019, Every day, Daily Average",1507,1194,1900
3394,"Fisherman's Wharf, San Francisco, CA",3994,100691 (3994),"4/1/2019 - 6/30/2019, Every day, Daily Average",1522,1229,1883
3394,"Fisherman's Wharf, San Francisco, CA",3996,100651 (3996),"4/1/2019 - 6/30/2019, Every day, Daily Average",1556,1271,1904
3394,"Fisherman's Wharf, San Francisco, CA",3997,406520 (3997),"4/1/2019 - 6/30/2019, Every day, Daily Average",2309,1606,3319
3394,"Fisherman's Wharf, San Francisco, CA",4000,100646 (4000),"4/1/2019 - 6/30/2019, Every day, Daily Average",1515,1204,1905
3394,"Fisherman's Wharf, San Francisco, CA",4003,100763 (4003),"4/1/2019 - 6/30/2019, Every day, Daily Average",1418,1107,1815
3394,"Fisherman's Wharf, San Francisco, CA",4005,100652 (4005),"4/1/2019 - 6/30/2019, Every day, Daily Average",1581,1262,1979
3394,"Fisherman's Wharf, San Francisco, CA",4007,406521 (4007),"4/1/2019 - 6/30/2019, Every day, Daily Average",2218,1506,3265
3394,"Fisherman's Wharf, San Francisco, CA",4008,100781 (4008),"4/1/2019 - 6/30/2019, Every day, Daily Average",1208,893,1633
3394,"Fisherman's Wharf, San Francisco, CA",4011,100642 (4011),"4/1/2019 - 6/30/2019, Every day, Daily Average",1591,1223,2069
3394,"Fisherman's Wharf, San Francisco, CA",4012,100811 (4012),"4/1/2019 - 6/30/2019, Every day, Daily Average",1225,909,1649
3394,"Fisherman's Wharf, San Francisco, CA",4013,100693 (4013),"4/1/2019 - 6/30/2019, Every day, Daily Average",1581,1251,1997
3394,"Fisherman's Wharf, San Francisco, CA",4017,100645 (4017),"4/1/2019 - 6/30/2019, Every day, Daily Average",1555,1230,1965
3394,"Fisherman's Wharf, San Francisco, CA",4019,100754 (4019),"4/1/2019 - 6/30/2019, Every day, Daily Average",1513,1187,1927
3394,"Fisherman's Wharf, San Francisco, CA",4020,100764 (4020),"4/1/2019 - 6/30/2019, Every day, Daily Average",1450,1142,1839
3394,"Fisherman's Wharf, San Francisco, CA",4022,100661 (4022),"4/1/2019 - 6/30/2019, Every day, Daily Average",1721,1382,2142
3394,"Fisherman's Wharf, San Francisco, CA",4024,100663 (4024),"4/1/2019 - 6/30/2019, Every day, Daily Average",1583,1264,1981
3394,"Fisherman's Wharf, San Francisco, CA",4025,100662 (4025),"4/1/2019 - 6/30/2019, Every day, Daily Average",1648,1332,2038
3394,"Fisherman's Wharf, San Francisco, CA",4026,101131 (4026),"4/1/2019 - 6/30/2019, Every day, Daily Average",1646,1328,2039
3394,"Fisherman's Wharf, San Francisco, CA",4028,101136 (4028),"4/1/2019 - 6/30/2019, Every day, Daily Average",1643,1284,2101
3394,"Fisherman's Wharf, San Francisco, CA",4031,101141 (4031),"4/1/2019 - 6/30/2019, Every day, Daily Average",1464,1104,1940
3394,"Fisherman's Wharf, San Francisco, CA",4032,100653 (4032),"4/1/2019 - 6/30/2019, Every day, Daily Average",1754,1407,2186
3394,"Fisherman's Wharf, San Francisco, CA",4033,100821 (4033),"4/1/2019 - 6/30/2019, Every day, Daily Average",1448,1085,1932
3394,"Fisherman's Wharf, San Francisco, CA",4034,100643 (4034),"4/1/2019 - 6/30/2019, Every day, Daily Average",1670,1265,2203
3394,"Fisherman's Wharf, San Francisco, CA",4037,101146 (4037),"4/1/2019 - 6/30/2019, Every day, Daily Average",1779,1421,2226
3394,"Fisherman's Wharf, San Francisco, CA",4038,100826 (4038),"4/1/2019 - 6/30/2019, Every day, Daily Average",1588,1242,2029
3394,"Fisherman's Wharf, San Francisco, CA",4039,101151 (4039),"4/1/2019 - 6/30/2019, Every day, Daily Average",1694,1321,2170
3394,"Fisherman's Wharf, San Francisco, CA",4041,100827 (4041),"4/1/2019 - 6/30/2019, Every day, Daily Average",1395,1042,1866
3394,"Fisherman's Wharf, San Francisco, CA",4043,100692 (4043),"4/1/2019 - 6/30/2019, Every day, Daily Average",1594,1281,1982
3394,"Fisherman's Wharf, San Francisco, CA",4044,101157 (4044),"4/1/2019 - 6/30/2019, Every day, Daily Average",1771,1426,2198
3394,"Fisherman's Wharf, San Francisco, CA",4045,100831 (4045),"4/1/2019 - 6/30/2019, Every day, Daily Average",1361,1015,1823
3394,"Fisherman's Wharf, San Francisco, CA",4046,101161 (4046),"4/1/2019 - 6/30/2019, Every day, Daily Average",1733,1352,2219
3394,"Fisherman's Wharf, San Francisco, CA",4047,100665 (4047),"4/1/2019 - 6/30/2019, Every day, Daily Average",1745,1402,2171
3394,"Fisherman's Wharf, San Francisco, CA",4048,100835 (4048),"4/1/2019 - 6/30/2019, Every day, Daily Average",1600,1272,2012
3394,"Fisherman's Wharf, San Francisco, CA",4050,101171 (4050),"4/1/2019 - 6/30/2019, Every day, Daily Average",1744,1388,2190
3394,"Fisherman's Wharf, San Francisco, CA",4051,100664 (4051),"4/1/2019 - 6/30/2019, Every day, Daily Average",1674,1343,2085
3394,"Fisherman's Wharf, San Francisco, CA",4052,100644 (4052),"4/1/2019 - 6/30/2019, Every day, Daily Average",1957,1475,2595
3394,"Fisherman's Wharf, San Francisco, CA",4053,100813 (4053),"4/1/2019 - 6/30/2019, Every day, Daily Average",1235,915,1666
3394,"Fisherman's Wharf, San Francisco, CA",4055,101132 (4055),"4/1/2019 - 6/30/2019, Every day, Daily Average",1688,1379,2065
3394,"Fisherman's Wharf, San Francisco, CA",4057,101178 (4057),"4/1/2019 - 6/30/2019, Every day, Daily Average",1867,1509,2309
3394,"Fisherman's Wharf, San Francisco, CA",4058,101135 (4058),"4/1/2019 - 6/30/2019, Every day, Daily Average",1518,1144,2013
3394,"Fisherman's Wharf, San Francisco, CA",4059,100836 (4059),"4/1/2019 - 6/30/2019, Every day, Daily Average",1546,1223,1953
3394,"Fisherman's Wharf, San Francisco, CA",4060,100741 (4060),"4/1/2019 - 6/30/2019, Every day, Daily Average",1497,1189,1883
3394,"Fisherman's Wharf, San Francisco, CA",4064,101142 (4064),"4/1/2019 - 6/30/2019, Every day, Daily Average",1480,1119,1956
3394,"Fisherman's Wharf, San Francisco, CA",4065,100731 (4065),"4/1/2019 - 6/30/2019, Every day, Daily Average",1584,1258,1994
3394,"Fisherman's Wharf, San Francisco, CA",4069,100697 (4069),"4/1/2019 - 6/30/2019, Every day, Daily Average",1653,1342,2034
3394,"Fisherman's Wharf, San Francisco, CA",4070,101152 (4070),"4/1/2019 - 6/30/2019, Every day, Daily Average",1752,1380,2223
3394,"Fisherman's Wharf, San Francisco, CA",4071,100822 (4071),"4/1/2019 - 6/30/2019, Every day, Daily Average",1559,1178,2061
3394,"Fisherman's Wharf, San Francisco, CA",4075,10069A (4075),"4/1/2019 - 6/30/2019, Every day, Daily Average",1677,1358,2069
3394,"Fisherman's Wharf, San Francisco, CA",4076,101162 (4076),"4/1/2019 - 6/30/2019, Every day, Daily Average",1759,1383,2237
3394,"Fisherman's Wharf, San Francisco, CA",4077,100694 (4077),"4/1/2019 - 6/30/2019, Every day, Daily Average",1596,1272,2001
3394,"Fisherman's Wharf, San Francisco, CA",4080,101172 (4080),"4/1/2019 - 6/30/2019, Every day, Daily Average",1781,1408,2252
3394,"Fisherman's Wharf, San Francisco, CA",4081,101133 (4081),"4/1/2019 - 6/30/2019, Every day, Daily Average",1724,1409,2109
3394,"Fisherman's Wharf, San Francisco, CA",4082,100671 (4082),"4/1/2019 - 6/30/2019, Every day, Daily Average",1731,1336,2242
3394,"Fisherman's Wharf, San Francisco, CA",4084,100675 (4084),"4/1/2019 - 6/30/2019, Every day, Daily Average",1706,1335,2178
3394,"Fisherman's Wharf, San Francisco, CA",4085,100742 (4085),"4/1/2019 - 6/30/2019, Every day, Daily Average",1539,1224,1933
3394,"Fisherman's Wharf, San Francisco, CA",4086,101134 (4086),"4/1/2019 - 6/30/2019, Every day, Daily Average",1540,1155,2052
3394,"Fisherman's Wharf, San Francisco, CA",4089,101143 (4089),"4/1/2019 - 6/30/2019, Every day, Daily Average",1516,1149,1998
3394,"Fisherman's Wharf, San Francisco, CA",4090,100676 (4090),"4/1/2019 - 6/30/2019, Every day, Daily Average",1713,1328,2209
3394,"Fisherman's Wharf, San Francisco, CA",4093,100825 (4093),"4/1/2019 - 6/30/2019, Every day, Daily Average",1664,1299,2131
3394,"Fisherman's Wharf, San Francisco, CA",4094,406461 (4094),"4/1/2019 - 6/30/2019, Every day, Daily Average",2665,1824,3893
3394,"Fisherman's Wharf, San Francisco, CA",4095,101153 (4095),"4/1/2019 - 6/30/2019, Every day, Daily Average",1785,1432,2224
3394,"Fisherman's Wharf, San Francisco, CA",4096,100695 (4096),"4/1/2019 - 6/30/2019, Every day, Daily Average",1676,1360,2065
3394,"Fisherman's Wharf, San Francisco, CA",4100,101163 (4100),"4/1/2019 - 6/30/2019, Every day, Daily Average",1785,1421,2241
3394,"Fisherman's Wharf, San Francisco, CA",4101,100834 (4101),"4/1/2019 - 6/30/2019, Every day, Daily Average",1654,1324,2065
3394,"Fisherman's Wharf, San Francisco, CA",4102,100832 (4102),"4/1/2019 - 6/30/2019, Every day, Daily Average",1391,1036,1867
