Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
04/02/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1382.0,972.0,1963.0,,,,1618.0,1276.0,2052.0,,,,,,,,,
05/07/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",539.0,344.0,847.0,633.0,443.0,907.0,614.0,388.0,972.0,529.0,353.0,794.0,476.0,306.0,740.0,328.0,240.0,448.0
04/17/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",831.0,591.0,1169.0,,,,925.0,688.0,1245.0,769.0,553.0,1071.0,726.0,545.0,967.0,,,
06/06/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1130.0,809.0,1579.0,1025.0,827.0,1270.0,1500.0,1257.0,1791.0,1198.0,898.0,1598.0,863.0,664.0,1121.0,737.0,565.0,963.0
04/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1243.0,989.0,1562.0,,,,1343.0,1021.0,1767.0,1193.0,1025.0,1390.0,,,,,,
06/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",977.0,738.0,1293.0,702.0,549.0,896.0,1125.0,885.0,1429.0,1029.0,804.0,1317.0,963.0,752.0,1234.0,716.0,588.0,872.0
04/21/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",740.0,524.0,1046.0,695.0,510.0,946.0,735.0,557.0,970.0,803.0,571.0,1130.0,658.0,492.0,878.0,453.0,376.0,546.0
04/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",531.0,338.0,832.0,469.0,306.0,718.0,604.0,419.0,869.0,566.0,359.0,894.0,460.0,284.0,744.0,396.0,262.0,599.0
06/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1515.0,1223.0,1876.0,1458.0,1241.0,1714.0,1750.0,1324.0,2312.0,,,,,,,,,
06/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1477.0,1201.0,1816.0,1443.0,1206.0,1727.0,1918.0,1640.0,2242.0,1304.0,1125.0,1512.0,,,,,,
06/14/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1194.0,853.0,1671.0,1115.0,788.0,1577.0,1576.0,1186.0,2094.0,1154.0,891.0,1495.0,939.0,747.0,1179.0,,,
06/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",765.0,530.0,1105.0,928.0,723.0,1189.0,938.0,647.0,1360.0,803.0,576.0,1120.0,660.0,481.0,906.0,484.0,391.0,598.0
04/05/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",850.0,586.0,1233.0,1080.0,858.0,1360.0,993.0,718.0,1374.0,885.0,617.0,1268.0,682.0,508.0,917.0,568.0,408.0,789.0
06/06/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1484.0,1087.0,2026.0,1350.0,1106.0,1648.0,2018.0,1876.0,2172.0,1507.0,1250.0,1817.0,,,,,,
04/29/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",762.0,529.0,1097.0,,,,904.0,712.0,1149.0,848.0,604.0,1191.0,634.0,451.0,892.0,532.0,388.0,730.0
04/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1001.0,752.0,1334.0,750.0,569.0,989.0,1139.0,903.0,1436.0,994.0,795.0,1244.0,1027.0,752.0,1402.0,699.0,590.0,828.0
04/09/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",744.0,530.0,1043.0,,,,879.0,641.0,1206.0,725.0,534.0,984.0,687.0,500.0,944.0,517.0,407.0,657.0
06/16/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",386.0,244.0,609.0,290.0,232.0,362.0,592.0,367.0,955.0,344.0,235.0,505.0,526.0,294.0,942.0,392.0,234.0,658.0
04/14/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",480.0,289.0,797.0,313.0,227.0,431.0,457.0,295.0,707.0,579.0,371.0,904.0,438.0,248.0,774.0,385.0,252.0,587.0
04/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",818.0,638.0,1048.0,677.0,609.0,751.0,917.0,705.0,1192.0,870.0,720.0,1051.0,767.0,601.0,980.0,668.0,559.0,798.0
05/19/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",1325.0,489.0,3588.0,2632.0,1739.0,3985.0,384.0,246.0,599.0,774.0,335.0,1789.0,525.0,340.0,810.0,454.0,306.0,676.0
05/29/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",843.0,571.0,1244.0,870.0,695.0,1088.0,1109.0,754.0,1630.0,756.0,584.0,977.0,619.0,488.0,785.0,563.0,436.0,728.0
06/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",977.0,752.0,1269.0,918.0,752.0,1121.0,1156.0,959.0,1393.0,1081.0,829.0,1410.0,849.0,678.0,1064.0,853.0,613.0,1186.0
05/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",346.0,244.0,490.0,366.0,242.0,553.0,331.0,250.0,438.0,347.0,232.0,518.0,346.0,250.0,479.0,424.0,263.0,683.0
04/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",850.0,669.0,1079.0,719.0,560.0,923.0,973.0,797.0,1188.0,895.0,738.0,1086.0,784.0,637.0,965.0,678.0,527.0,872.0
06/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",712.0,391.0,1297.0,406.0,313.0,525.0,1147.0,610.0,2156.0,753.0,460.0,1234.0,467.0,295.0,738.0,555.0,307.0,1002.0
05/13/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",705.0,508.0,978.0,,,,848.0,627.0,1146.0,786.0,586.0,1053.0,598.0,469.0,763.0,456.0,377.0,551.0
05/05/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",468.0,313.0,700.0,522.0,354.0,767.0,468.0,336.0,653.0,463.0,298.0,718.0,478.0,323.0,709.0,412.0,344.0,492.0
04/23/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1047.0,802.0,1366.0,1118.0,891.0,1404.0,1189.0,917.0,1540.0,1020.0,851.0,1223.0,868.0,696.0,1081.0,982.0,645.0,1495.0
05/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",931.0,709.0,1223.0,988.0,753.0,1296.0,1045.0,866.0,1260.0,1021.0,842.0,1238.0,821.0,625.0,1078.0,696.0,598.0,808.0
04/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1288.0,1029.0,1613.0,,,,,,,,,,,,,,,
06/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1265.0,974.0,1644.0,,,,1482.0,1137.0,1930.0,1309.0,1046.0,1639.0,1167.0,981.0,1388.0,,,
05/19/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1010.0,674.0,1515.0,1791.0,965.0,3324.0,878.0,700.0,1102.0,1099.0,727.0,1661.0,779.0,628.0,966.0,716.0,545.0,939.0
05/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1020.0,754.0,1381.0,1191.0,956.0,1483.0,1167.0,912.0,1494.0,1018.0,798.0,1298.0,768.0,594.0,994.0,,,
05/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",345.0,229.0,519.0,269.0,205.0,354.0,266.0,227.0,313.0,369.0,234.0,580.0,314.0,224.0,439.0,321.0,255.0,405.0
05/31/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1434.0,1157.0,1777.0,1277.0,1107.0,1473.0,1598.0,1238.0,2063.0,1492.0,1232.0,1806.0,,,,,,
06/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",626.0,401.0,977.0,775.0,560.0,1074.0,752.0,472.0,1196.0,560.0,388.0,807.0,491.0,323.0,746.0,,,
04/18/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1075.0,802.0,1441.0,1194.0,830.0,1717.0,1165.0,1009.0,1346.0,1096.0,864.0,1392.0,964.0,736.0,1262.0,,,
05/04/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1290.0,1020.0,1632.0,1148.0,831.0,1586.0,,,,1408.0,1249.0,1588.0,,,,,,
05/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",642.0,417.0,988.0,748.0,540.0,1036.0,747.0,513.0,1087.0,633.0,391.0,1025.0,545.0,369.0,806.0,413.0,293.0,581.0
04/03/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1364.0,1120.0,1661.0,,,,1280.0,1076.0,1522.0,,,,1331.0,1084.0,1634.0,,,
05/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",344.0,240.0,494.0,239.0,200.0,285.0,797.0,522.0,1214.0,331.0,241.0,454.0,348.0,251.0,483.0,372.0,274.0,505.0
04/18/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",847.0,619.0,1159.0,770.0,633.0,935.0,926.0,679.0,1262.0,858.0,629.0,1168.0,800.0,597.0,1071.0,,,
05/09/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",964.0,724.0,1284.0,945.0,726.0,1230.0,1150.0,928.0,1424.0,1150.0,897.0,1475.0,861.0,683.0,1086.0,,,
04/17/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1552.0,1276.0,1887.0,1495.0,1272.0,1757.0,,,,1587.0,1361.0,1849.0,,,,,,
04/19/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1336.0,1090.0,1638.0,1269.0,1061.0,1517.0,1506.0,1246.0,1820.0,1469.0,1198.0,1802.0,,,,,,
05/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",781.0,570.0,1070.0,618.0,476.0,802.0,925.0,707.0,1209.0,804.0,607.0,1063.0,732.0,542.0,989.0,,,
05/06/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",593.0,383.0,919.0,771.0,569.0,1045.0,631.0,437.0,912.0,623.0,405.0,958.0,440.0,296.0,652.0,,,
05/01/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",785.0,558.0,1105.0,,,,900.0,677.0,1197.0,867.0,662.0,1136.0,703.0,519.0,953.0,417.0,344.0,505.0
06/15/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",340.0,242.0,478.0,356.0,269.0,471.0,484.0,315.0,745.0,317.0,232.0,434.0,349.0,278.0,439.0,401.0,249.0,646.0
05/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",635.0,405.0,993.0,853.0,530.0,1371.0,758.0,536.0,1072.0,628.0,400.0,985.0,496.0,362.0,680.0,301.0,233.0,390.0
04/24/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",519.0,328.0,821.0,462.0,335.0,638.0,694.0,477.0,1008.0,610.0,372.0,1002.0,441.0,282.0,689.0,344.0,242.0,490.0
04/09/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",598.0,366.0,976.0,1075.0,652.0,1773.0,637.0,441.0,919.0,600.0,404.0,891.0,496.0,316.0,777.0,306.0,185.0,505.0
05/01/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1447.0,1185.0,1767.0,1450.0,1147.0,1834.0,1535.0,1365.0,1727.0,1507.0,1255.0,1809.0,1373.0,1137.0,1657.0,,,
04/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1424.0,1100.0,1843.0,,,,1412.0,1096.0,1820.0,1690.0,1485.0,1924.0,1250.0,961.0,1625.0,,,
04/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",546.0,339.0,879.0,371.0,294.0,468.0,572.0,402.0,814.0,615.0,392.0,964.0,523.0,322.0,849.0,445.0,248.0,800.0
06/19/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",818.0,560.0,1193.0,1009.0,745.0,1366.0,899.0,628.0,1286.0,735.0,517.0,1044.0,828.0,559.0,1228.0,576.0,448.0,742.0
06/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",516.0,334.0,795.0,477.0,323.0,703.0,594.0,374.0,945.0,633.0,404.0,992.0,433.0,308.0,609.0,431.0,261.0,711.0
04/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1319.0,1138.0,1528.0,1399.0,1179.0,1659.0,,,,1288.0,1191.0,1392.0,,,,,,
04/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",825.0,573.0,1188.0,655.0,519.0,827.0,1060.0,744.0,1509.0,841.0,598.0,1182.0,736.0,583.0,930.0,635.0,401.0,1004.0
06/18/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",744.0,451.0,1228.0,615.0,347.0,1088.0,986.0,680.0,1430.0,730.0,484.0,1100.0,534.0,355.0,804.0,463.0,326.0,658.0
04/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",575.0,343.0,964.0,683.0,466.0,1000.0,676.0,382.0,1195.0,536.0,334.0,860.0,418.0,289.0,606.0,372.0,270.0,512.0
06/09/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",501.0,320.0,784.0,425.0,290.0,622.0,391.0,286.0,534.0,615.0,400.0,945.0,368.0,241.0,562.0,299.0,260.0,344.0
04/21/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1281.0,1015.0,1617.0,,,,,,,1285.0,1035.0,1596.0,,,,,,
05/18/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",954.0,689.0,1322.0,729.0,582.0,913.0,1066.0,874.0,1300.0,1063.0,750.0,1506.0,847.0,653.0,1100.0,616.0,509.0,747.0
06/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",989.0,769.0,1273.0,1082.0,833.0,1405.0,1150.0,974.0,1357.0,975.0,832.0,1141.0,832.0,719.0,963.0,630.0,531.0,748.0
05/16/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1082.0,782.0,1497.0,1017.0,736.0,1404.0,1339.0,1055.0,1697.0,1206.0,969.0,1502.0,977.0,742.0,1288.0,728.0,512.0,1034.0
06/02/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",695.0,490.0,986.0,622.0,453.0,854.0,686.0,512.0,917.0,757.0,523.0,1097.0,616.0,470.0,807.0,511.0,389.0,672.0
04/18/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1582.0,1189.0,2105.0,1793.0,1363.0,2358.0,1615.0,1403.0,1859.0,1498.0,1281.0,1752.0,,,,998.0,924.0,1078.0
05/31/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",720.0,513.0,1010.0,833.0,670.0,1036.0,810.0,644.0,1019.0,765.0,561.0,1043.0,656.0,500.0,860.0,412.0,322.0,526.0
05/14/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1265.0,978.0,1635.0,,,,1463.0,1146.0,1866.0,,,,1150.0,916.0,1444.0,,,
06/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",511.0,336.0,779.0,532.0,361.0,784.0,461.0,314.0,678.0,617.0,416.0,915.0,400.0,303.0,528.0,295.0,213.0,407.0
04/03/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",528.0,325.0,858.0,478.0,298.0,769.0,801.0,473.0,1356.0,500.0,336.0,745.0,464.0,300.0,719.0,378.0,267.0,536.0
04/19/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",819.0,587.0,1140.0,808.0,552.0,1184.0,956.0,692.0,1319.0,802.0,601.0,1070.0,739.0,551.0,991.0,560.0,414.0,757.0
06/19/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1275.0,977.0,1665.0,,,,1370.0,1108.0,1693.0,1216.0,1088.0,1359.0,1326.0,962.0,1828.0,,,
06/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",909.0,638.0,1294.0,,,,1536.0,1030.0,2289.0,,,,867.0,675.0,1113.0,701.0,579.0,849.0
04/07/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1460.0,1174.0,1815.0,,,,1718.0,1467.0,2011.0,1318.0,1152.0,1508.0,,,,,,
06/03/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",779.0,482.0,1258.0,999.0,667.0,1496.0,809.0,428.0,1528.0,832.0,553.0,1251.0,713.0,521.0,976.0,,,
06/08/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1161.0,864.0,1561.0,,,,,,,,,,,,,,,
06/11/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",586.0,368.0,932.0,506.0,305.0,841.0,724.0,467.0,1124.0,522.0,358.0,762.0,509.0,331.0,781.0,400.0,309.0,518.0
04/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",961.0,736.0,1253.0,1028.0,808.0,1308.0,1115.0,880.0,1411.0,951.0,741.0,1220.0,859.0,679.0,1087.0,,,
04/10/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",738.0,515.0,1058.0,772.0,604.0,987.0,882.0,617.0,1260.0,670.0,507.0,885.0,691.0,496.0,963.0,509.0,383.0,677.0
04/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",520.0,329.0,822.0,628.0,448.0,879.0,519.0,370.0,726.0,454.0,298.0,690.0,547.0,308.0,971.0,,,
06/21/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",631.0,415.0,961.0,778.0,543.0,1116.0,741.0,507.0,1083.0,659.0,438.0,992.0,460.0,339.0,624.0,389.0,298.0,507.0
06/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1356.0,1101.0,1671.0,1047.0,931.0,1176.0,1491.0,1294.0,1718.0,1449.0,1174.0,1788.0,,,,,,
06/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",531.0,335.0,840.0,472.0,344.0,649.0,647.0,417.0,1004.0,545.0,337.0,880.0,404.0,281.0,580.0,390.0,231.0,657.0
06/19/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1009.0,731.0,1394.0,1167.0,833.0,1635.0,1095.0,854.0,1404.0,986.0,821.0,1184.0,967.0,697.0,1341.0,597.0,462.0,772.0
06/16/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1112.0,862.0,1435.0,,,,,,,1197.0,968.0,1480.0,,,,,,
05/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",667.0,493.0,904.0,587.0,475.0,725.0,748.0,542.0,1032.0,716.0,542.0,945.0,571.0,440.0,740.0,420.0,371.0,475.0
06/16/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1366.0,1042.0,1792.0,,,,1203.0,1040.0,1392.0,1571.0,1162.0,2124.0,,,,,,
05/14/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",514.0,337.0,782.0,502.0,340.0,742.0,606.0,401.0,917.0,453.0,316.0,649.0,420.0,286.0,618.0,476.0,308.0,736.0
05/17/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",477.0,314.0,723.0,423.0,303.0,591.0,595.0,417.0,847.0,534.0,373.0,765.0,395.0,274.0,568.0,481.0,273.0,850.0
06/17/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",778.0,549.0,1102.0,879.0,663.0,1165.0,896.0,648.0,1241.0,809.0,595.0,1099.0,603.0,456.0,797.0,481.0,415.0,557.0
06/15/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",904.0,653.0,1251.0,715.0,551.0,928.0,980.0,843.0,1138.0,1034.0,788.0,1356.0,843.0,682.0,1042.0,500.0,399.0,627.0
05/17/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",535.0,358.0,799.0,489.0,342.0,697.0,633.0,408.0,980.0,566.0,391.0,818.0,437.0,314.0,607.0,429.0,359.0,513.0
04/19/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1364.0,1059.0,1756.0,,,,1645.0,1219.0,2221.0,1306.0,1115.0,1531.0,1191.0,1020.0,1390.0,,,
